Starting at 2016-03-11 16:21:27.821294...

	
Parameters:	
Table:claim_events_simple	
Limit Infrequent Events: 1	
Limit Infrequent Pairs: 1	
Prune KL-Divergence: False	
Window: 24	
Laplace Pseudocounts: 1	
P-value Threshold: 0.001	

Found:0 Checked:1 Candidates:10282  (AllegedRemoved AssRouteToOffice)
Found:197 Checked:9053 Candidates:74736  (SetupEbillParty ManualDeny)
Found:197 Checked:9054 Candidates:74735  (SetupEbillParty ManualPayment)
Found:197 Checked:9055 Candidates:74734  (SetupEbillParty Medical)
Found:197 Checked:9056 Candidates:74733  (SetupEbillParty Medicare)
Found:197 Checked:9057 Candidates:74732  (SetupEbillParty MultDocAddBegin)
Found:197 Checked:9058 Candidates:74731  (SetupEbillParty MultipleDocAdded)
Found:197 Checked:9059 Candidates:74730  (SetupEbillParty MutliEOBSent)
Found:197 Checked:9060 Candidates:74729  (SetupEbillParty PartyEdited)
Found:197 Checked:9061 Candidates:74728  (SetupEbillParty PerilActivity)
Found:197 Checked:9062 Candidates:74727  (SetupEbillParty ReasonforEscalation)
Found:197 Checked:9063 Candidates:74726  (SetupEbillParty ReceiptItem)
Found:197 Checked:9064 Candidates:74725  (SetupEbillParty RefCompPDVE)
Found:197 Checked:9065 Candidates:74724  (SetupEbillParty Referral)
Found:197 Checked:9066 Candidates:74723  (SetupEbillParty RefRemFromInbox)
Found:197 Checked:9067 Candidates:74722  (SetupEbillParty RefRespCSLT)
Found:197 Checked:9068 Candidates:74721  (SetupEbillParty RefRespGeneral)
Found:197 Checked:9069 Candidates:74720  (SetupEbillParty RefRespPDVE)
Found:197 Checked:9070 Candidates:74719  (SetupEbillParty RefRespSalvage)
Found:197 Checked:9071 Candidates:74718  (SetupEbillParty RefSentCSLT)
Found:197 Checked:9072 Candidates:74717  (SetupEbillParty RefSentGeneral)
Found:197 Checked:9073 Candidates:74716  (SetupEbillParty RefSentPDVE)
Found:197 Checked:9074 Candidates:74715  (SetupEbillParty RefSentSalvage)
Found:197 Checked:9075 Candidates:74714  (SetupEbillParty Rental)
Found:197 Checked:9076 Candidates:74713  (SetupEbillParty ReturnFrBillAudit)
Found:197 Checked:9077 Candidates:74712  (SetupEbillParty ReviewRemFromInbox)
Found:197 Checked:9078 Candidates:74711  (SetupEbillParty RouteToInbox)
Found:197 Checked:9079 Candidates:74710  (SetupEbillParty SentToBillAudit)
Found:197 Checked:9080 Candidates:74709  (SetupEbillParty SetupEbillParty)
Found:197 Checked:9081 Candidates:74708  (SetupEbillParty SuspendedItem)
Found:197 Checked:9082 Candidates:74707  (SetupEbillParty Suspense)
Found:197 Checked:9083 Candidates:74706  (SetupEbillParty TLWCompleteTtlLoss)
Found:197 Checked:9084 Candidates:74705  (SetupEbillParty UnsuspendedItem)
Found:197 Checked:9085 Candidates:74704  (SetupEbillParty Vehicle)
Found:197 Checked:9086 Candidates:74703  (SetupEbillParty VehicleEdited)
Found:197 Checked:9087 Candidates:74702  (SetupEbillParty VehSlvgLogCompltd)
Found:197 Checked:9088 Candidates:74701  (SetupEbillParty XPayAuthApprv)
Found:197 Checked:9089 Candidates:74700  (SetupEbillParty XPayAuthLimit)
Found:197 Checked:9090 Candidates:74699  (Subrogation AssToFileHandler)
Found:197 Checked:9091 Candidates:74698  (Subrogation AudatexReceipt)
Found:197 Checked:9092 Candidates:74697  (Subrogation ClaimActivityLog)
Found:197 Checked:9093 Candidates:74696  (Subrogation ClaimClosed)
Found:197 Checked:9094 Candidates:74695  (Subrogation ClaimEdited)
Found:197 Checked:9095 Candidates:74694  (Subrogation ClaimReported)
Found:197 Checked:9096 Candidates:74693  (Subrogation ClaimSetup)
Found:197 Checked:9097 Candidates:74692  (Subrogation Contact)
Found:197 Checked:9098 Candidates:74691  (Subrogation COPSCarAsgSentCRP)
Found:197 Checked:9099 Candidates:74690  (Subrogation Correspondencsent)
Found:197 Checked:9100 Candidates:74689  (Subrogation DocAddInProgress)
Found:197 Checked:9101 Candidates:74688  (Subrogation DocumentAdded)
Found:197 Checked:9102 Candidates:74687  (Subrogation FYISent)
Found:197 Checked:9103 Candidates:74686  (Subrogation Inbound)
Found:197 Checked:9104 Candidates:74685  (Subrogation InitialContact)
Found:197 Checked:9105 Candidates:74684  (Subrogation LiabilityAnalysis)
Found:197 Checked:9106 Candidates:74683  (Subrogation PerilActivity)
Found:197 Checked:9107 Candidates:74682  (Subrogation Referral)
Found:197 Checked:9108 Candidates:74681  (Subrogation RefRemFromInbox)
Found:197 Checked:9109 Candidates:74680  (Subrogation RefRespRCC)
Found:197 Checked:9110 Candidates:74679  (Subrogation RefSentRCC)
Found:197 Checked:9111 Candidates:74678  (Subrogation Rental)
Found:197 Checked:9112 Candidates:74677  (Subrogation SuspendedItem)
Found:197 Checked:9113 Candidates:74676  (Subrogation Suspense)
Found:197 Checked:9114 Candidates:74675  (Subrogation UnsuspendedItem)
Found:197 Checked:9115 Candidates:74674  (Subrogation Vehicle)
Found:197 Checked:9116 Candidates:74673  (Subrogation VehicleEdited)
Found:197 Checked:9117 Candidates:74672  (SuspendedItem AllegedRemoved)
Found:197 Checked:9118 Candidates:74671  (SuspendedItem applyCreditSubmit)
Found:197 Checked:9119 Candidates:74670  (SuspendedItem AssociatedToClaim)
Found:197 Checked:9120 Candidates:74669  (SuspendedItem AssociatedToParty)
Found:197 Checked:9121 Candidates:74668  (SuspendedItem AssReRouteOffice)
Found:197 Checked:9122 Candidates:74667  (SuspendedItem AssReRouteQueue)
Found:197 Checked:9123 Candidates:74666  (SuspendedItem AssRouteToOffice)
Found:197 Checked:9124 Candidates:74665  (SuspendedItem AssToFileHandler)
Found:197 Checked:9125 Candidates:74664  (SuspendedItem AudatexReceipt)
Found:197 Checked:9126 Candidates:74663  (SuspendedItem CATContact)
Found:197 Checked:9127 Candidates:74662  (SuspendedItem ChangedDocType)
Found:197 Checked:9128 Candidates:74661  (SuspendedItem ChangedfromParty)
Found:197 Checked:9129 Candidates:74660  (SuspendedItem ChangedtoParty)
Found:197 Checked:9130 Candidates:74659  (SuspendedItem ClaimActivityLog)
Found:197 Checked:9131 Candidates:74658  (SuspendedItem ClaimClosed)
Found:197 Checked:9132 Candidates:74657  (SuspendedItem ClaimEdited)
Found:197 Checked:9133 Candidates:74656  (SuspendedItem ClaimReopened)
Found:197 Checked:9134 Candidates:74655  (SuspendedItem ClaimReported)
Found:197 Checked:9135 Candidates:74654  (SuspendedItem ClaimSecured)
Found:197 Checked:9136 Candidates:74653  (SuspendedItem ClaimSentToLFS)
Found:197 Checked:9137 Candidates:74652  (SuspendedItem ClaimSetup)
Found:197 Checked:9138 Candidates:74651  (SuspendedItem ClaimSummary)
Found:197 Checked:9139 Candidates:74650  (SuspendedItem ClaimUnsecured)
Found:197 Checked:9140 Candidates:74649  (SuspendedItem CloseBlockRemoved)
Found:197 Checked:9141 Candidates:74648  (SuspendedItem CloseBlockSet)
Found:197 Checked:9142 Candidates:74647  (SuspendedItem Contact)
Found:197 Checked:9143 Candidates:74646  (SuspendedItem COPSCarAsgSentCRP)
Found:197 Checked:9144 Candidates:74645  (SuspendedItem COPSCarAsgSentPDR)
Found:197 Checked:9145 Candidates:74644  (SuspendedItem CorrAssignToHndler)
Found:197 Checked:9146 Candidates:74643  (SuspendedItem Correspondencsent)
Found:197 Checked:9147 Candidates:74642  (SuspendedItem Coverage)
Found:197 Checked:9148 Candidates:74641  (SuspendedItem DateOfLossChanged)
Found:197 Checked:9149 Candidates:74640  (SuspendedItem DocAddInProgress)
Found:197 Checked:9150 Candidates:74639  (SuspendedItem DocumentAdded)
Found:197 Checked:9151 Candidates:74638  (SuspendedItem DocumentFiled)
Found:197 Checked:9152 Candidates:74637  (SuspendedItem EOBSent)
Found:197 Checked:9153 Candidates:74636  (SuspendedItem EORSent)
Found:197 Checked:9154 Candidates:74635  (SuspendedItem FYISent)
Distribution for (SuspendedItem 1,2 FYISent)
N_a: 722, N_ab: 58, Critical interval: ((1, 2)), P(success): 0.0459, p_value: 0.0000

Found:198 Checked:9155 Candidates:75232  (SuspendedItem grpPymtSubmit)
Found:198 Checked:9156 Candidates:75231  (SuspendedItem Inbound)
Found:198 Checked:9157 Candidates:75230  (SuspendedItem InitialContact)
Found:198 Checked:9158 Candidates:75229  (SuspendedItem IsoAutUpdRpt)
Found:198 Checked:9159 Candidates:75228  (SuspendedItem IsoDataErrRpt)
Found:198 Checked:9160 Candidates:75227  (SuspendedItem IsoMatchRpt)
Found:198 Checked:9161 Candidates:75226  (SuspendedItem IsoNoMatchRpt)
Found:198 Checked:9162 Candidates:75225  (SuspendedItem ItemCompleteDenial)
Found:198 Checked:9163 Candidates:75224  (SuspendedItem ItmReAssToFHndler)
Found:198 Checked:9164 Candidates:75223  (SuspendedItem LiabilityAnalysis)
Found:198 Checked:9165 Candidates:75222  (SuspendedItem makePaymentSubmit)
Found:198 Checked:9166 Candidates:75221  (SuspendedItem ManualDeny)
Found:198 Checked:9167 Candidates:75220  (SuspendedItem ManualPayment)
Found:198 Checked:9168 Candidates:75219  (SuspendedItem Medical)
Found:198 Checked:9169 Candidates:75218  (SuspendedItem Medicare)
Found:198 Checked:9170 Candidates:75217  (SuspendedItem MedicareNotify)
Found:198 Checked:9171 Candidates:75216  (SuspendedItem MovefromClaim)
Found:198 Checked:9172 Candidates:75215  (SuspendedItem MoveFromInvstigatn)
Found:198 Checked:9173 Candidates:75214  (SuspendedItem MovefromParty)
Found:198 Checked:9174 Candidates:75213  (SuspendedItem MovetoClaim)
Found:198 Checked:9175 Candidates:75212  (SuspendedItem MoveToInvestigatn)
Found:198 Checked:9176 Candidates:75211  (SuspendedItem MovetoParty)
Found:198 Checked:9177 Candidates:75210  (SuspendedItem MultDocAddBegin)
Found:198 Checked:9178 Candidates:75209  (SuspendedItem MultipleDocAdded)
Found:198 Checked:9179 Candidates:75208  (SuspendedItem MutliEOBSent)
Found:198 Checked:9180 Candidates:75207  (SuspendedItem NoteTrnsFrm)
Found:198 Checked:9181 Candidates:75206  (SuspendedItem Outbound)
Found:198 Checked:9182 Candidates:75205  (SuspendedItem OwRetTLWComTtlLoss)
Found:198 Checked:9183 Candidates:75204  (SuspendedItem PartyAdded)
Found:198 Checked:9184 Candidates:75203  (SuspendedItem PartyEdited)
Found:198 Checked:9185 Candidates:75202  (SuspendedItem PartyMoved)
Found:198 Checked:9186 Candidates:75201  (SuspendedItem PaymentBlockSet)
Found:198 Checked:9187 Candidates:75200  (SuspendedItem PerilActivity)
Found:198 Checked:9188 Candidates:75199  (SuspendedItem Perils/Reserves)
Found:198 Checked:9189 Candidates:75198  (SuspendedItem PhvcNotice)
Found:198 Checked:9190 Candidates:75197  (SuspendedItem PolicyNumberChange)
Found:198 Checked:9191 Candidates:75196  (SuspendedItem RcvdTranscriptn)
Found:198 Checked:9192 Candidates:75195  (SuspendedItem ReasonforEscalation)
Found:198 Checked:9193 Candidates:75194  (SuspendedItem ReceiptItem)
Found:198 Checked:9194 Candidates:75193  (SuspendedItem RecordedStatementSu)
Found:198 Checked:9195 Candidates:75192  (SuspendedItem recordManualPymt)
Found:198 Checked:9196 Candidates:75191  (SuspendedItem RefAssign)
Found:198 Checked:9197 Candidates:75190  (SuspendedItem RefCompPDVE)
Found:198 Checked:9198 Candidates:75189  (SuspendedItem RefCompRCC)
Found:198 Checked:9199 Candidates:75188  (SuspendedItem Referral)
Found:198 Checked:9200 Candidates:75187  (SuspendedItem RefRemFromInbox)
Found:198 Checked:9201 Candidates:75186  (SuspendedItem RefRespAuthority)
Found:198 Checked:9202 Candidates:75185  (SuspendedItem RefRespBTCD)
Found:198 Checked:9203 Candidates:75184  (SuspendedItem RefRespCSLT)
Found:198 Checked:9204 Candidates:75183  (SuspendedItem RefRespFS)
Found:198 Checked:9205 Candidates:75182  (SuspendedItem RefRespGeneral)
Found:198 Checked:9206 Candidates:75181  (SuspendedItem RefRespPD)
Found:198 Checked:9207 Candidates:75180  (SuspendedItem RefRespPDVE)
Found:198 Checked:9208 Candidates:75179  (SuspendedItem RefRespPoliceFire)
Found:198 Checked:9209 Candidates:75178  (SuspendedItem RefRespRCC)
Found:198 Checked:9210 Candidates:75177  (SuspendedItem RefRespRental)
Found:198 Checked:9211 Candidates:75176  (SuspendedItem RefRespSalvage)
Found:198 Checked:9212 Candidates:75175  (SuspendedItem RefSentAuthority)
Found:198 Checked:9213 Candidates:75174  (SuspendedItem RefSentBTCD)
Found:198 Checked:9214 Candidates:75173  (SuspendedItem RefSentCRD)
Found:198 Checked:9215 Candidates:75172  (SuspendedItem RefSentCSLT)
Found:198 Checked:9216 Candidates:75171  (SuspendedItem RefSentFS)
Found:198 Checked:9217 Candidates:75170  (SuspendedItem RefSentGeneral)
Found:198 Checked:9218 Candidates:75169  (SuspendedItem RefSentPD)
Found:198 Checked:9219 Candidates:75168  (SuspendedItem RefSentPDVE)
Found:198 Checked:9220 Candidates:75167  (SuspendedItem RefSentPoliceFire)
Found:198 Checked:9221 Candidates:75166  (SuspendedItem RefSentRCC)
Found:198 Checked:9222 Candidates:75165  (SuspendedItem RefSentRental)
Found:198 Checked:9223 Candidates:75164  (SuspendedItem RefSentSalvage)
Found:198 Checked:9224 Candidates:75163  (SuspendedItem Rental)
Found:198 Checked:9225 Candidates:75162  (SuspendedItem ReturnFrBillAudit)
Found:198 Checked:9226 Candidates:75161  (SuspendedItem ReviewRemFromInbox)
Distribution for (SuspendedItem 1,2 ReviewRemFromInbox)
N_a: 150, N_ab: 18, Critical interval: ((1, 2)), P(success): 0.0476, p_value: 0.0003

Found:199 Checked:9227 Candidates:75712  (SuspendedItem RiskReviewSent)
Found:199 Checked:9228 Candidates:75711  (SuspendedItem RouteToInbox)
Found:199 Checked:9229 Candidates:75710  (SuspendedItem RouteToUnAssiMail)
Found:199 Checked:9230 Candidates:75709  (SuspendedItem Salvage)
Found:199 Checked:9231 Candidates:75708  (SuspendedItem SendTransHigh)
Found:199 Checked:9232 Candidates:75707  (SuspendedItem SentToBillAudit)
Found:199 Checked:9233 Candidates:75706  (SuspendedItem SetupEbillParty)
Found:199 Checked:9234 Candidates:75705  (SuspendedItem Subrogation)
Found:199 Checked:9235 Candidates:75704  (SuspendedItem SuspendedItem)
Found:199 Checked:9236 Candidates:75703  (SuspendedItem Suspense)
Found:199 Checked:9237 Candidates:75702  (SuspendedItem TLWCompleteReprble)
Found:199 Checked:9238 Candidates:75701  (SuspendedItem TLWCompleteTtlLoss)
Found:199 Checked:9239 Candidates:75700  (SuspendedItem TLWReopened)
Found:199 Checked:9240 Candidates:75699  (SuspendedItem UnsuspendedItem)
Found:199 Checked:9241 Candidates:75698  (SuspendedItem updtPymtVoid)
Found:199 Checked:9242 Candidates:75697  (SuspendedItem VehDataResubmitted)
Found:199 Checked:9243 Candidates:75696  (SuspendedItem Vehicle)
Found:199 Checked:9244 Candidates:75695  (SuspendedItem VehicleEdited)
Found:199 Checked:9245 Candidates:75694  (SuspendedItem VehOnClsdClmErrSnt)
Found:199 Checked:9246 Candidates:75693  (SuspendedItem VehSlvgLogCompltd)
Found:199 Checked:9247 Candidates:75692  (SuspendedItem XPayAuthApprv)
Found:199 Checked:9248 Candidates:75691  (SuspendedItem XPayAuthEscalate)
Found:199 Checked:9249 Candidates:75690  (SuspendedItem XPayAuthLimit)
Found:199 Checked:9250 Candidates:75689  (Suspense applyCreditSubmit)
Found:199 Checked:9251 Candidates:75688  (Suspense AssociatedToClaim)
Found:199 Checked:9252 Candidates:75687  (Suspense AssociatedToParty)
Found:199 Checked:9253 Candidates:75686  (Suspense AssReRouteQueue)
Found:199 Checked:9254 Candidates:75685  (Suspense AssRouteToOffice)
Found:199 Checked:9255 Candidates:75684  (Suspense AssToFileHandler)
Found:199 Checked:9256 Candidates:75683  (Suspense AudatexReceipt)
Found:199 Checked:9257 Candidates:75682  (Suspense CATContact)
Found:199 Checked:9258 Candidates:75681  (Suspense ChangedDocType)
Found:199 Checked:9259 Candidates:75680  (Suspense ClaimActivityLog)
Found:199 Checked:9260 Candidates:75679  (Suspense ClaimClosed)
Found:199 Checked:9261 Candidates:75678  (Suspense ClaimEdited)
Found:199 Checked:9262 Candidates:75677  (Suspense ClaimReopened)
Found:199 Checked:9263 Candidates:75676  (Suspense ClaimReported)
Found:199 Checked:9264 Candidates:75675  (Suspense ClaimSecured)
Found:199 Checked:9265 Candidates:75674  (Suspense ClaimSetup)
Found:199 Checked:9266 Candidates:75673  (Suspense ClaimSummary)
Found:199 Checked:9267 Candidates:75672  (Suspense ClaimUnsecured)
Found:199 Checked:9268 Candidates:75671  (Suspense CloseBlockRemoved)
Found:199 Checked:9269 Candidates:75670  (Suspense CloseBlockSet)
Found:199 Checked:9270 Candidates:75669  (Suspense Contact)
Found:199 Checked:9271 Candidates:75668  (Suspense COPSCarAsgSentCRP)
Found:199 Checked:9272 Candidates:75667  (Suspense COPSCarAsgSentPDR)
Found:199 Checked:9273 Candidates:75666  (Suspense CorrAssignToHndler)
Found:199 Checked:9274 Candidates:75665  (Suspense Correspondencsent)
Found:199 Checked:9275 Candidates:75664  (Suspense Coverage)
Found:199 Checked:9276 Candidates:75663  (Suspense DateOfLossChanged)
Found:199 Checked:9277 Candidates:75662  (Suspense DocAddInProgress)
Found:199 Checked:9278 Candidates:75661  (Suspense DocumentAdded)
Found:199 Checked:9279 Candidates:75660  (Suspense DocumentFiled)
Found:199 Checked:9280 Candidates:75659  (Suspense EOBSent)
Found:199 Checked:9281 Candidates:75658  (Suspense EORSent)
Found:199 Checked:9282 Candidates:75657  (Suspense FYISent)
Found:199 Checked:9283 Candidates:75656  (Suspense grpPymtSubmit)
Found:199 Checked:9284 Candidates:75655  (Suspense Inbound)
Found:199 Checked:9285 Candidates:75654  (Suspense InitialContact)
Found:199 Checked:9286 Candidates:75653  (Suspense IsoAutUpdRpt)
Found:199 Checked:9287 Candidates:75652  (Suspense IsoDataErrRpt)
Found:199 Checked:9288 Candidates:75651  (Suspense IsoMatchRpt)
Found:199 Checked:9289 Candidates:75650  (Suspense IsoNoMatchRpt)
Found:199 Checked:9290 Candidates:75649  (Suspense ItemCompleteDenial)
Found:199 Checked:9291 Candidates:75648  (Suspense ItmReAssToFHndler)
Found:199 Checked:9292 Candidates:75647  (Suspense LiabilityAnalysis)
Found:199 Checked:9293 Candidates:75646  (Suspense makePaymentSubmit)
Found:199 Checked:9294 Candidates:75645  (Suspense ManualDeny)
Found:199 Checked:9295 Candidates:75644  (Suspense ManualPayment)
Found:199 Checked:9296 Candidates:75643  (Suspense Medical)
Found:199 Checked:9297 Candidates:75642  (Suspense Medicare)
Found:199 Checked:9298 Candidates:75641  (Suspense MedicareNotify)
Found:199 Checked:9299 Candidates:75640  (Suspense MovefromClaim)
Found:199 Checked:9300 Candidates:75639  (Suspense MoveFromInvstigatn)
Found:199 Checked:9301 Candidates:75638  (Suspense MovefromParty)
Found:199 Checked:9302 Candidates:75637  (Suspense MovetoClaim)
Found:199 Checked:9303 Candidates:75636  (Suspense MoveToInvestigatn)
Found:199 Checked:9304 Candidates:75635  (Suspense MovetoParty)
Found:199 Checked:9305 Candidates:75634  (Suspense MultDocAddBegin)
Found:199 Checked:9306 Candidates:75633  (Suspense MultipleDocAdded)
Found:199 Checked:9307 Candidates:75632  (Suspense MutliEOBSent)
Found:199 Checked:9308 Candidates:75631  (Suspense NoteTrnsFrm)
Found:199 Checked:9309 Candidates:75630  (Suspense Outbound)
Found:199 Checked:9310 Candidates:75629  (Suspense OwRetTLWComTtlLoss)
Found:199 Checked:9311 Candidates:75628  (Suspense PartyAdded)
Found:199 Checked:9312 Candidates:75627  (Suspense PartyEdited)
Found:199 Checked:9313 Candidates:75626  (Suspense PartyMoved)
Found:199 Checked:9314 Candidates:75625  (Suspense PaymentBlockSet)
Found:199 Checked:9315 Candidates:75624  (Suspense PerilActivity)
Found:199 Checked:9316 Candidates:75623  (Suspense Perils/Reserves)
Found:199 Checked:9317 Candidates:75622  (Suspense PolicyNumberChange)
Found:199 Checked:9318 Candidates:75621  (Suspense ReasonforEscalation)
Found:199 Checked:9319 Candidates:75620  (Suspense ReceiptItem)
Found:199 Checked:9320 Candidates:75619  (Suspense RecordedStatementSu)
Found:199 Checked:9321 Candidates:75618  (Suspense recordManualPymt)
Found:199 Checked:9322 Candidates:75617  (Suspense RefAssign)
Found:199 Checked:9323 Candidates:75616  (Suspense RefCompPDVE)
Found:199 Checked:9324 Candidates:75615  (Suspense Referral)
